# Copyright (c) 1966-2021 Johns Hopkins University. Use of this file adheres to the terms specified at https://omim.org/help/agreement.
# Generated: 2021-08-16
# See end of file for additional documentation on specific fields
Chromosome	Genomic Position Start	Genomic Position End	Cyto Location	Computed Cyto Location	MIM Number	Gene Symbols	Gene Name	Approved Gene Symbol	Entrez Gene ID	Ensembl Gene ID	Comments	Phenotypes	Mouse Gene Symbol/ID
chr4	83090047	83114728	4q21	4q21.22	607515	PLAC8	Placenta-specific gene 8	PLAC8	51316	ENSG00000145287			Plac8 (MGI:2445289)
chr4	83263823	83285133	4q21-q22	4q21.23	609825	COQ2, COQ10D1, MSA1	Coenzyme Q2, polyprenyltransferase	COQ2	27235	ENSG00000173085		{Multiple system atrophy, susceptibility to}, 146500 (3), Autosomal dominant, Autosomal recessive; Coenzyme Q10 deficiency, primary, 1, 607426 (3), Autosomal recessive	Coq2 (MGI:1919133)
chr4	83292460	83335152	4q21.3	4q21.23	604724	HPSE, HSE1, HPA	Heparanase	HPSE	10855	ENSG00000173083			Hpse (MGI:1343124)
chr4	83407345	83455882	4q21.23	4q21.23	606769	HELQ, HEL308	Helicase, POLQ-like	HELQ	113510	ENSG00000163312			Helq (MGI:2176740)
chr4	83456057	83462297	4q21.23	4q21.23	611983	MRPS18C, MRPS18-1	Mitochondrial ribosomal protein S18C	MRPS18C	51023	ENSG00000163319	6 pseudogenes		Mrps18c (MGI:1915985)
chr4	83459516	83485136	4q21.2	4q21.23	611143	FAM175A, CCDC98, ABRAXAS, ABRA1	Family with sequence similarity 175, member A	ABRAXAS1	84142	ENSG00000163322			Abraxas1 (MGI:1917931)
chr4	83535633	83605874	4q21.23	4q21.23	610958	AGPAT9, GPAT3, MAG1	1-acylglycerol-3-phosphate O-acyltransferase 9	GPAT3	84803	ENSG00000138678			Gpat3 (MGI:3603816)
chr4	84491984	84499291	4q21.2-q22	4q21.23	602563	NKX6-1, NKX6A	NK6, Drosophila, homolog of, 1	NKX6-1	4825	ENSG00000163623			Nkx6-1 (MGI:1206039)
chr4	84582930	84651333	4q21	4q21.23	603548	CDS1	CDP-diacylglycerol synthase 1	CDS1	1040	ENSG00000163624			Cds1 (MGI:1921846)
chr4	84669596	84966689	4q21	4q21.23	617485	WDFY3, ALFY, BCHS, MCPH18	WD repeat- and FYVE domain-containing protein 3	WDFY3	23001	ENSG00000163625	mutation identified in 1 MCPH18 family	?Microcephaly 18, primary, autosomal dominant, 617520 (3), Autosomal dominant	Wdfy3 (MGI:1096875)
chr4	85475149	86002665	4q21	4q21.2-q21.3	610586	ARHGAP24, RCGAP72, FILGAP	RHO GTPase-activating protein 24	ARHGAP24	83478	ENSG00000138639			Arhgap24 (MGI:1922647)
chr4	86000000	87100000	4q21		613509	DEL4q21, C4DELq21	Chromosome 4q21 deletion syndrome				contiguous gene deletion if at least 30 genes	Chromosome 4q21 deletion syndrome, 613509 (4), Isolated cases	
chr4	86000000	113200000	4q21-q25		134720	FECB	Fecundity gene, Boorla, of sheep, homolog of		7892		sheep chr.6		
chr4	86000000	154600000	4q21-q31		608371	OFC4	Orofacial cleft 4		474387			Orofacial cleft 4, 608371 (2)	
chr4	86000000	100100000	4q21-q23		609566	PFM3	Parietal foramina 3		619475		maximum lod between D4S2986 and D4S421	Parietal foramina 3, 609566 (2), Autosomal dominant	
chr4	86010404	86594624	4q21.3	4q21.3	602897	MAPK10, PRKM10, JNK3	Mitogen-activated protein kinase 10	MAPK10	5602	ENSG00000109339			Mapk10 (MGI:1346863)
chr4	86594306	86815171	4q21.3	4q21.3	600267	PTPN13	Protein tyrosine phosphatase, nonreceptor-type, 13 (APO-1/CD95 (Fas)-associated phosphatase)	PTPN13	5783	ENSG00000163629	633bp upstream of JNK3		Ptpn13 (MGI:103293)
chr4	86823467	86849383	4q21.3	4q21.3	613366	SLC10A6, SOAT	Solute carrier family 10 (sodium/bile acid cotransporter family), member 6	SLC10A6	345274	ENSG00000145283			Slc10a6 (MGI:1923000)
chr4	86934605	87141038	4q21	4q21.3-q22.1	159557	AFF1, MLLT2, AF4	AF4/FMR2 family, member 1	AFF1	4299	ENSG00000172493	fuses with ALL1		Aff1 (MGI:1100819)
chr4	87100000	92800000	4q22.1		613518	ATOD8	Dermatitis, atopic, 8		105463125			{Dermatitis, atopic, susceptibility to, 8}, 613518 (2)	
chr4	87160102	87220617	4q22.1	4q22.1	611967	KLHL8, KIAA1378	Kelch-like 8	KLHL8	57563	ENSG00000145332			Klhl8 (MGI:2179430)
chr4	87303793	87322881	4q22.1	4q22.1	612127	HSD17B13, SCDR9	17-beta-hydroxysteroid dehydrogenase XIII	HSD17B13	345275	ENSG00000170509			Hsd17b13 (MGI:2140804)
chr4	87336514	87391251	4q21	4q22.1	612831	HSD17B11, RETSDR2, PAN1B	17-beta-hydroxysteroid dehydrogenase XI	HSD17B11	51170	ENSG00000198189			Hsd17b11 (MGI:2149821)
chr4	87608528	87616872	4q21.3	4q22.1	125485	DSPP, DPP, DGI1, DFNA39, DTDP2	Dentin sialophosphoprotein	DSPP	1834	ENSG00000152591		Dentinogenesis imperfecta, Shields type III, 125500 (3), Autosomal dominant; Dentinogenesis imperfecta, Shields type II, 125490 (3), Autosomal dominant; Dentin dysplasia, type II, 125420 (3), Autosomal dominant; Deafness, autosomal dominant 39, with dentinogenesis, 605594 (3), Autosomal dominant	Dspp (MGI:109172)
chr4	87650279	87664356	4q21	4q22.1	600980	DMP1, ARHR, ARHP	Dentin matrix acidic phosphoprotein	DMP1	1758	ENSG00000152592		Hypophosphatemic rickets, AR, 241520 (3), Autosomal recessive	Dmp1 (MGI:94910)
chr4	87799553	87812434	4q21-q25	4q22.1	147563	IBSP	Integrin-binding sialoprotein (bone sialoprotein II)	IBSP	3381	ENSG00000029559			Ibsp (MGI:96389)
chr4	87821397	87846791	4q21.1	4q22.1	605912	MEPE	Matrix, extracellular, phosphoglycoprotein	MEPE	56955	ENSG00000152595			Mepe (MGI:2137384)
chr4	87975713	87983410	4q21-q25	4q22.1	166490	SPP1, OPN	Secreted phosphoprotein-1 (osteopontin, bone sialoprotein)	SPP1	6696	ENSG00000118785			Spp1 (MGI:98389)
chr4	88007634	88077778	4q21-q23	4q22.1	173910	PKD2	Polycystin-2	PKD2	5311	ENSG00000118762		Polycystic kidney disease 2, 613095 (3), Autosomal dominant	Pkd2 (MGI:1099818)
chr4	88090263	88231625	4q22	4q22.1	603756	ABCG2, BCRP, ABCP, UAQTL1, GOUT1	ATP-binding cassette, subfamily G, member 2	ABCG2	9429	ENSG00000118777		[Junior blood group system], 614490 (3); [Uric acid concentration, serum, QTL1], 138900 (3), ?Autosomal dominant	Abcg3,Abcg2 (MGI:1351624,MGI:1347061)
chr4	88257616	88284669	4q22.1	4q22.1	611065	PPM1K, PP2CM, PTMP, MSUDMV	Protein phosphatase, PP2C domain-containing, 1K	PPM1K	152926	ENSG00000163644	mutation identified in 1 MSUDMV family	?Maple syrup urine disease, mild variant, 615135 (3)	Ppm1k (MGI:2442111)
chr4	88456603	88506169	4q22.2-q22.3	4q22.1	608242	HERC5, CEB1	HECT domain and RCC1-like domain 5	HERC5	51191	ENSG00000138646			
chr4	88520997	88523775	4q22.1	4q22.1	610662	PIGY, HPMRS6	Phosphatidylinositol glycan, class Y	PIGY	84992	ENSG00000255072		Hyperphosphatasia with mental retardation syndrome 6, 616809 (3), Autosomal recessive	Pyurf,Pigyl (MGI:1913518,MGI:1913709)
chr4	88523842	88709302	4q22.1	4q22.1	605200	HERC3	HECT domain and RCC1-like domain 3	HERC3	8916	ENSG00000138641			Herc3 (MGI:1921248)
chr4	88695912	88697828	4q21-q22	4q22.1	612203	NAP1L5, DRLM	Nucleosome assembly protein 1-like 5	NAP1L5	266812	ENSG00000177432			Nap1l5 (MGI:1923555)
chr4	88709788	88730102	4q22.1	4q22.1	613300	FAM13AOS, FAM13A1OS	FAM13A opposite strand	FAM13A-AS1	285512	ENSG00000248019	overlaps with FAM13A		
chr4	88725959	89111397	4q22.1	4q22.1	613299	FAM13A, FAM13A1, KIAA0914	Family with sequence similarity 13, member A	FAM13A	10144	ENSG00000138640	overlaps with FAM13AOS		Fam13a (MGI:1889842)
chr4	89111168	89114900	4q22.1	4q22.1	612973	TIGD2	TIGGER transposable element-derived gene 2	TIGD2	166815	ENSG00000180346			Tigd2 (MGI:1915390)
chr4	89236382	89307799	4q22.1	4q22.1	611241	GPRIN3, GRIN3	G protein-regulated inducer of neurite outgrowth 3	GPRIN3	285513	ENSG00000185477			Gprin3 (MGI:1924785)
chr4	89724098	89838323	4q21	4q22.1	163890	SNCA, NACP, PARK1, PARK4	Synuclein, alpha (non A4 component of amyloid precursor)	SNCA	6622	ENSG00000145335		Dementia, Lewy body, 127750 (3), Autosomal dominant; Parkinson disease 1, 168601 (3), Autosomal dominant; Parkinson disease 4, 605543 (3), Autosomal dominant	Snca (MGI:1277151)
chr4	89879510	89954628	4q22.1	4q22.1	601456	MMRN1, ECM	Multimerin 1	MMRN1	22915	ENSG00000138722			Mmrn1 (MGI:1918195)
chr4	90127393	91605294	4q22.1	4q22.1	618934	CCSER1, FAM190A	Coiled-coil serine-rich protein 1	CCSER1	401145	ENSG00000184305			Ccser1 (MGI:3045354)
chr4	92303621	93810414	4q22	4q22.1-q22.2	602368	GRID2, SCAR18	Glutamate receptor, ionotropic, delta-2	GRID2	2895	ENSG00000152208		Spinocerebellar ataxia, autosomal recessive 18, 616204 (3), Autosomal recessive	Grid2 (MGI:95813)
chr4	93828752	93830963	4q22	4q22.2	601461	ATOH1, ATH1	Atonal, Drosophila, homolog of, 1	ATOH1	474	ENSG00000172238			Atoh1 (MGI:104654)
chr4	94200000	97900000	4q22		612343	MUSQTL1	Musical aptitude quantitative trait locus 1		100192307		near D4S423 and D4S2460	[Musical aptitude QTL 1], 612343 (2)	
chr4	94200000	122800000	4q22-q27		609994	MYP11	Myopia 11		594832		max lod at D4S1564	Myopia 11, 609994 (2)	
chr4	94207607	94291291	4q22-q23	4q22.3	612761	SMARCAD1, KIAA1122, ETL1, HEL1, ADERM, BASNS, HRZ	SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily A, DEAD/H box-containing, 1	SMARCAD1	56916	ENSG00000163104		Basan syndrome, 129200 (3), Autosomal dominant; Huriez syndrome, 181600 (3), Autosomal dominant; Adermatoglyphia, 136000 (3), Autosomal dominant	Smarcad1 (MGI:95453)
chr4	94298534	94342875	4q21-q22	4q22.3	602598	HPGDS, PGDS	Prostaglandin D2 synthase, hematopoietic	HPGDS	27306	ENSG00000163106			Hpgds (MGI:1859384)
chr4	94451941	94668222	4q22	4q22.3	605904	ENH	Enigma-like LIM domain protein	PDLIM5	10611	ENSG00000163110			Pdlim5 (MGI:1927489)
chr4	94757954	95158452	4q23-q24	4q22.3	603248	BMPR1B, ALK6, AMDD, BDA2, BDA1D	Bone morphogenetic protein receptor, type IB	BMPR1B	658	ENSG00000138696		Acromesomelic dysplasia, Demirhan type, 609441 (3), Autosomal recessive; Brachydactyly, type A2, 112600 (3), Autosomal dominant; Brachydactyly, type A1, D, 616849 (3), Autosomal dominant	Bmpr1b (MGI:107191)
chr4	95162503	95549209	4q21-q23	4q22.3	603610	UNC5C, UNC5H3	unc-5 netrin receptor C	UNC5C	8633	ENSG00000182168			Unc5c (MGI:1095412)
chr4	95840092	95841463	4q22-q23	4q22.3	179061	PDHA2	Pyruvate dehydrogenase, E1-alpha polypeptide, testis specific form	PDHA2	5161	ENSG00000163114			Pdha2 (MGI:97533)
chr4	97900000	100100000	4q23		603739	BTF3P13, BTF3L3	Basic transcription factor 3 pseudogene 13	BTF3P13	132556				
chr4	98261380	98443857	4q21-q25	4q23	179502	RAP1GDS1	RAP1, GTP-GDP dissociation stimulator 1	RAP1GDS1	5910	ENSG00000138698	fusion partner with NUP98 in ALL	Lymphocytic leukemia, acute T-cell (3)	Rap1gds1 (MGI:2385189)
chr4	98470366	98658660	4q23	4q23	613136	TSPAN5, NET4	Tetraspanin 5	TSPAN5	10098	ENSG00000168785			Tspan5 (MGI:1928096)
chr4	98879275	98929132	4q21-q25	4q23	133440	EIF4E, EIF4EL1, AUTS19	Eukaryotic translation initiation factor 4E	EIF4E	1977	ENSG00000151247	pseudogene on 20	{Autism, susceptibility to, 19}, 615091 (3)	Eif4e (MGI:95305)
chr4	98995692	99063108	4q23	4q23	610151	METAP1, KIAA0094	Methionyl aminopeptidase 1	METAP1	23173	ENSG00000164024			Metap1 (MGI:1922874)
chr4	99070977	99088787	4q21-q25	4q23	103710	ADH5, FDH, AMEDS, BMFS7	Alcohol dehydrogenase (class III), chi polypeptide	ADH5	128	ENSG00000197894	AMEDS is digenic with ALDH2	AMED syndrome, digenic, 619151 (3), Digenic recessive	Adh5 (MGI:87929)
chr4	99123657	99144296	4q22	4q23	103740	ADH4	Alcohol dehydrogenase (class II), pi polypeptide	ADH4	127	ENSG00000198099			Adh4 (MGI:1349472)
chr4	99202638	99219245	4q23-q24	4q23	103735	ADH6	Alcohol dehydrogenase 6 (aldehyde reductase)	ADH6	130	ENSG00000172955			Adh6b (MGI:2446626)
chr4	99276368	99290984	4q22	4q23	103700	ADH1A, ADH1	Alcohol dehydrogenase IA (class I), alpha polypeptide	ADH1A	124	ENSG00000187758			Adh1 (MGI:87921)
chr4	99304970	99321400	4q22	4q23	103720	ADH1B, ADH2	Alcohol dehydrogenase IB (class I), beta polypeptide	ADH1B	125	ENSG00000196616		{Aerodigestive tract cancer, squamous cell, alcohol-related, protection against}, 103780 (3), Multifactorial; {Alcohol dependence, protection against}, 103780 (3), Multifactorial	Adh1 (MGI:87921)
chr4	99336496	99352745	4q22	4q23	103730	ADH1C, ADH3	Alcohol dehydrogenase IC (class I), gamma polypeptide	ADH1C	126	ENSG00000248144		{Alcohol dependence, protection against}, 103780 (3), Multifactorial; {Parkinson disease, susceptibility to}, 168600 (3), Autosomal dominant, Multifactorial	Adh1 (MGI:87921)
chr4	99412262	99435341	4q23-q24	4q23	600086	ADH7	Alcohol dehydrogenase-7	ADH7	131	ENSG00000196344			Adh7 (MGI:87926)
chr4	99546710	99564038	4q23	4q23	616013	TRMT10A, RG9MTD2, MSSGM1	tRNA methyltransferase 10A	TRMT10A	93587	ENSG00000145331		Microcephaly, short stature, and impaired glucose metabolism 1, 616033 (3), Autosomal recessive	Trmt10a (MGI:1920421)
chr4	99564129	99623996	4q22-q24	4q23	157147	MTTP	Microsomal triglyceride transfer protein, 88kD	MTTP	4547	ENSG00000138823		{Metabolic syndrome, protection against}, 605552 (3), Autosomal dominant; Abetalipoproteinemia, 200100 (3), Autosomal recessive	Mttp (MGI:106926)
chr4	99636528	99657827	4q23	4q23	617881	C4orf54, LOC285556, FOPV	Chromosome 4 open reading frame 54	C4orf54	285556	ENSG00000248713			1110002E22Rik (MGI:1915066)
chr4	99816826	99872289	4q25-q27	4q23	605768	DAPP1, BAM32	Dual adaptor of phosphotyrosine and 3-phosphoinositides 1	DAPP1	27071	ENSG00000070190			Dapp1 (MGI:1347063)
chr4	99878335	99894545	4q23	4q23	603296	LAMTOR3, MP1, MAPBP	Late endosomal/lysosomal adaptor, mitogen-activated protein kinase and mammalian target of rapamycin activator 3	LAMTOR3	8649	ENSG00000109270			Lamtor3 (MGI:1929467)
chr4	99896247	99946712	4q23	4q23	617487	DNAJB14	DNAJ/HSP40 homolog, subfamily B, member 14	DNAJB14	79982	ENSG00000164031			Dnajb14 (MGI:1917854)
chr4	99948087	99950274	4q24	4q23	142763	H2AZ	H2AZ histone	H2AZ1	3015	ENSG00000164032			H2az1 (MGI:1888388)
chr4	100100000	138500000	4q24-q28		613340	HWE2	Epilepsy, hot water, 2		100415904		between D4S1572 and D4S2277	Epilepsy, hot water, 2, 613340 (2)	
chr4	100100000	106700000	4q24		157300	MGR1, MA	Migraine with or without aura, susceptibility to, 1		192115			{Migraine with or without aura, susceptibility to, 1}, 157300 (2), Autosomal dominant	
chr4	100100000	106700000	4q24		615312	OCA5	Albinism, oculocutaneous, type V		101926885		max lod at D4S961	Albinism, oculocutaneous, type V, 615312 (2), Autosomal recessive	
chr4	100185869	100190467	4q24-q25	4q24	607730	DDIT4L, REDD2	DNA damage-inducible transcript 4-like	DDIT4L	115265	ENSG00000145358			Ddit4l (MGI:1920534)
chr4	101023417	101348294	4q24-q25	4q24	114105	PPP3CA, PPP2B, CALNA, CNA1, DEE91, ACCIID	Protein phosphatase 3, catalytic subunit, alpha isoform (calcineurin A alpha)	PPP3CA	5530	ENSG00000138814		Arthrogryposis, cleft palate, craniosynostosis, and impaired intellectual development, 618265 (3), Autosomal dominant; Developmental and epileptic encephalopathy 91, 617711 (3), Autosomal dominant	Ppp3ca (MGI:107164)
chr4	101790481	102074811	4q22-q24	4q24	610292	BANK1, FLJ20706, BANK	B-cell scaffold protein with ankyrin repeats 1	BANK1	55024	ENSG00000153064			Bank1 (MGI:2442120)
chr4	102251040	102345481	4q22-q24	4q24	608732	SLC39A8, BIGM103, CDG2N	Solute carrier family 39 (zinc transporter), member 8	SLC39A8	64116	ENSG00000138821		Congenital disorder of glycosylation, type IIn, 616721 (3), Autosomal recessive	Slc39a8 (MGI:1914797)
chr4	102501265	102617301	4q23-q24	4q24	164011	NFKB1, CVID12	Nuclear factor kappa-B, subunit 1 (p105, p50)	NFKB1	4790	ENSG00000109320		Immunodeficiency, common variable, 12, 616576 (3), Autosomal dominant	Nfkb1 (MGI:97312)
chr4	102630769	102760967	4q22-q25	4q24	609489	MANBA, MANB1	Mannosidase, beta A, lysosomal	MANBA	4126	ENSG00000109323	linked in mouse to Adl-3	Mannosidosis, beta, 248510 (3), Autosomal recessive	Manba (MGI:88175)
chr4	102794382	102868894	4q24	4q24	602963	UBE2D3, UBCH5C	Ubiquitin-conjugating enzyme E2D 3	UBE2D3	7323	ENSG00000109332			Ube2d3,Ube2d2b (MGI:1913355,MGI:1920568)
chr4	102868991	102892806	4q22-q24	4q24	611507	CISD2, WFS2, ZCD2, ERIS	CDGSH iron sulfur domain protein 2	CISD2	493856	ENSG00000145354		Wolfram syndrome 2, 604928 (3), Autosomal recessive	Cisd2 (MGI:1914256)
chr4	102885048	103019704	4q24	4q24	611527	NHEDC1	Na+/H+ exchanger domain-containing protein 1	SLC9B1	150159	ENSG00000164037			Slc9b1 (MGI:1921696)
chr4	103018028	103077318	4q24	4q24	611789	NHEDC2, NHA2	NA+/H+ exchanger domain-containing protein 2	SLC9B2	133308	ENSG00000164038			Slc9b2 (MGI:2140077)
chr4	103105810	103198407	4q24-q25	4q24	117143	CENPE, MCPH13	Centromere autoantigen E, 312kD	CENPE	1062	ENSG00000138778	mutation identified in 1 MCPH13 family	?Microcephaly 13, primary, autosomal recessive, 616051 (3), Autosomal recessive	Cenpe (MGI:1098230)
chr4	103586030	103719984	4q25	4q24	162332	TACR3, NK3R, HH11	Tachykinin receptor 3	TACR3	6870	ENSG00000169836		Hypogonadotropic hypogonadism 11 with or without anosmia, 614840 (3), Autosomal recessive	Tacr3 (MGI:892968)
chr4	104468307	104494966	4q22-q24	4q24	611645	CXXC4, IDAX	CXXC finger protein 4	CXXC4	80319	ENSG00000168772			Cxxc4 (MGI:2442112)
chr4	105145874	105279802	4q24	4q24	612839	TET2, KIAA1546, MDS, IMD75	tet methylcytosine dioxygenase 2	TET2	54790	ENSG00000168769		Myelodysplastic syndrome, somatic, 614286 (3); Immunodeficiency 75, 619126 (3), Autosomal recessive	Tet2 (MGI:2443298)
chr4	105369076	105474069	4q25	4q24	609988	PPA2, SCFI, SCFAI	Pyrophosphatase, inorganic, 2	PPA2	27068	ENSG00000138777	mutation identified in 1 SCFAI family	?Sudden cardiac failure, alcohol-induced, 617223 (3), Autosomal recessive; Sudden cardiac failure, infantile, 617222 (3), Autosomal recessive	Ppa2 (MGI:1922026)
chr4	105682626	105708724	4q24	4q24	611355	INTS12, INT12	Integrator complex subunit 12	INTS12	57117	ENSG00000138785			Ints12 (MGI:1919043)
chr4	105708777	105847725	4q24	4q24	615912	GSTCD	Glutathione S-transferase C-terminal domain-containing protein	GSTCD	79807	ENSG00000138780			Gstcd (MGI:1914803)
chr4	105895452	105971670	4q24	4q24	610306	NPNT, POEM	Nephronectin	NPNT	255743	ENSG00000168743			Npnt (MGI:2148811)
chr4	106041598	106316682	4q24	4q24	616899	TBCK, IHPRF3	TBC1 domain-containing kinase	TBCK	93627	ENSG00000145348		Hypotonia, infantile, with psychomotor retardation and characteristic facies 3, 616900 (3), Autosomal recessive	Tbck (MGI:2445052)
chr4	106315543	106349455	4q24	4q24	603605	AIMP1, SCYE1, EMAP2, EMAPII, HLD3	ARS-interacting multifunctional protein 1	AIMP1	9255	ENSG00000164022		Leukodystrophy, hypomyelinating, 3, 260600 (3), Autosomal recessive	Aimp1 (MGI:102774)
chr4	106700000	113200000	4q25		611494	ATFB5	Atrial fibrillation, familial, 5		100188842		association with rs2200733 and rs10033464	{Atrial fibrillation, familial, 5}, 611494 (2)	
chr4	106700000	113200000	4q25		152430	LGV1	Longevity 1, QTL		140802		maximum lod at D4S1564	[Longevity 1], 152430 (2)	
chr4	106921801	107036312	4q25	4q25	605415	DKK2	Dickkopf WNT signaling pathway inhibitor 2	DKK2	27123	ENSG00000155011			Dkk2 (MGI:1890663)
chr4	107613665	107720233	4q24	4q25	603262	PAPSS1, ATPSK1	3'-phosphoadenosine 5'-phosphosulfate synthase 1 (ATP sulfurylase/APS kinase-1)	PAPSS1	9061	ENSG00000138801			Papss1 (MGI:1330587)
chr4	107823644	107915046	4q25	4q25	611574	SGMS2, SMS2, CDL	Sphingomyelin synthase 2	SGMS2	166929	ENSG00000164023		Calvarial doughnut lesions with bone fragility with or without spondylometaphyseal dysplasia, 126550 (3), Autosomal dominant	Sgms2 (MGI:1921692)
chr4	107931548	107953460	4q25	4q25	610670	CYP2U1, SPG56	Cytochrome P450, family 2, subfamily U, polypeptide 1	CYP2U1	113612	ENSG00000155016		Spastic paraplegia 56, autosomal recessive, 615030 (3), Autosomal recessive	Cyp2u1 (MGI:1918769)
chr4	107989838	108035170	4q22-q26	4q25	601609	HADHSC, SCHAD, HHF4	L-3-hydroxyacyl-CoA dehydrogenase, short chain	HADH	3033	ENSG00000138796		Hyperinsulinemic hypoglycemia, familial, 4, 609975 (3), Autosomal recessive; 3-hydroxyacyl-CoA dehydrogenase deficiency, 231530 (3), Autosomal recessive	Hadh (MGI:96009)
chr4	108047547	108168931	4q23-q25	4q25	153245	LEF1	Lymphoid enhancer-binding factor-1	LEF1	51176	ENSG00000138795		Sebaceous tumors, somatic (3)	Lef1 (MGI:96770)
chr4	108620575	108630483	4q25	4q25	616862	RPL34	Ribosomal protein L34	RPL34	6164	ENSG00000109475			Rpl34,Gm4705 (MGI:3782885,MGI:1915686)
chr4	108650598	108667819	4q25	4q25	619023	OSTC	Oligosaccharyltransferase complex, noncatalytic subunit	OSTC	58505	ENSG00000198856			Ostc (MGI:1913607)
chr4	108742052	108763052	4q25	4q25	614682	AGXT2L1	Alanine-glyoxylate aminotransferase 2-like 1	ETNPPL	64850	ENSG00000164089			Etnppl (MGI:1919010)
chr4	108808724	109302736	4q25	4q25	610004	COL25A1, CLAC, CFEOM5	Collagen, type XXV, alpha-1 polypeptide	COL25A1	84570	ENSG00000188517		Fibrosis of extraocular muscles, congenital, 5, 616219 (3), Autosomal recessive	Col25a1 (MGI:1924268)
chr4	109433814	109540895	4q25	4q25	607184	SEC24B	SEC24-related gene family, member B	SEC24B	10427	ENSG00000138802			Sec24b (MGI:2139764)
chr4	109688627	109703444	4q25-q25	4q25	601532	CASP6, MCH2	Caspase 6, apoptosis-related cysteine protease	CASP6	839	ENSG00000138794			Casp6 (MGI:1312921)
chr4	109709988	109730069	4q25	4q25	611652	PLA2G12A, GXII, ROSSY	Phospholipase A2, Group XIIA	PLA2G12A	81579	ENSG00000123739			Pla2g12a (MGI:1913600)
chr4	109730981	109802039	4q25	4q25	217030	CFI, FI, AHUS3, ARMD13	Complement factor I	CFI	3426	ENSG00000205403	40kb distal to EGF	{Hemolytic uremic syndrome, atypical, susceptibility to, 3}, 612923 (3), Autosomal dominant; {Macular degeneration, age-related, 13, susceptibility to}, 615439 (3), Autosomal dominant; Complement factor I deficiency, 610984 (3), Autosomal recessive	Cfi (MGI:105937)
chr4	109815509	109824736	4q25	4q25	606468	NOLA1, GAR1	Nucleolar protein family A, member 1	GAR1	54433	ENSG00000109534			Gar1 (MGI:1930948)
chr4	109827971	109844941	4q	4q25	605224	RRH	Rhodopsin homolog, retinal pigment epithelium-derived (peropsin)	RRH	10692	ENSG00000180245			Rrh (MGI:1097709)
chr4	109848106	109872314	4q25	4q25	615004	LRIT3, FIGLER4, CSNB1F	Leucine-rich repeat, immunoglobulin-like, and transmembrane domains-containing protein 3	LRIT3	345193	ENSG00000183423		Night blindness, congenital stationary (complete), 1F, autosomal recessive, 615058 (3), Autosomal recessive	Lrit3 (MGI:2685267)
chr4	109912882	110013765	4q25	4q25	131530	EGF, URG, HOMG4	Epidermal growth factor (urogastrone)	EGF	1950	ENSG00000138798	linked to ADH3; cen-ADH3-EGF-IL2-qter	Hypomagnesemia 4, renal, 611718 (3), Autosomal recessive	Egf (MGI:95290)
chr4	110045845	110199198	4q25	4q25	611546	ELOVL6, LCE, FACE	Elongation of very long chain fatty acids-like 6	ELOVL6	79071	ENSG00000170522			Elovl6 (MGI:2156528)
chr4	110476154	110565284	4q25	4q25	138297	ENPEP	Glutamyl aminopeptidase (aminopeptidase A)	ENPEP	2028	ENSG00000138792			Enpep (MGI:106645)
chr4	110595512	110615457	4q25	4q25	617286	PANCR	PITX2 adjacent noncoding RNA	PANCR	110231149	ENSG00000250103			
chr4	110617422	110642122	4q25-q26	4q25	601542	PITX2, IDG2, RIEG1, RGS, IGDS2, ASGD4	Paired-like homeodomain transcription factor-2	PITX2	5308	ENSG00000164093		Ring dermoid of cornea, 180550 (3), Autosomal dominant; Axenfeld-Rieger syndrome, type 1, 180500 (3), Autosomal dominant; Anterior segment dysgenesis 4, 137600 (3), Autosomal dominant	Pitx2 (MGI:109340)
